Match Number,Round Number,Date,Location,Home Team,Away Team,Result
2160,24,11/09/2023 21:10,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,8 - 11
2152,24,12/09/2023 12:35,Fenway Park,Boston Red Sox,New York Yankees,2 - 3
2154,24,12/09/2023 15:40,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,6 - 2
2169,24,12/09/2023 15:45,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,10 - 11
2161,24,12/09/2023 17:35,PNC Park,Pittsburgh Pirates,Washington Nationals,5 - 1
2162,24,12/09/2023 17:35,Oriole Park at Camden Yards,Baltimore Orioles,St. Louis Cardinals,2 - 5
2163,24,12/09/2023 17:40,Comerica Park,Detroit Tigers,Cincinnati Reds,5 - 6
2164,24,12/09/2023 17:40,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,6 - 7
2165,24,12/09/2023 18:07,Rogers Centre,Toronto Blue Jays,Texas Rangers,3 - 6
2166,24,12/09/2023 18:10,Citi Field,New York Mets,Arizona Diamondbacks,7 - 4
2167,24,12/09/2023 18:10,Fenway Park,Boston Red Sox,New York Yankees,1 - 4
2168,24,12/09/2023 18:40,Target Field,Minnesota Twins,Tampa Bay Rays,3 - 2
2170,24,12/09/2023 18:40,American Family Field,Milwaukee Brewers,Miami Marlins,3 - 1
2171,24,12/09/2023 19:10,Minute Maid Park,Houston Astros,Oakland Athletics,2 - 6
2172,24,12/09/2023 19:40,Coors Field,Colorado Rockies,Chicago Cubs,6 - 4
2173,24,12/09/2023 20:40,T-Mobile Park,Seattle Mariners,Los Angeles Angels,8 - 0
2174,24,12/09/2023 20:45,Oracle Park,San Francisco Giants,Cleveland Guardians,1 - 3
2175,24,12/09/2023 21:10,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,11 - 2
2176,25,13/09/2023 12:10,Target Field,Minnesota Twins,Tampa Bay Rays,4 - 5
2177,25,13/09/2023 14:10,Coors Field,Colorado Rockies,Chicago Cubs,7 - 3
2178,25,13/09/2023 14:45,Oracle Park,San Francisco Giants,Cleveland Guardians,6 - 5
2189,25,13/09/2023 15:10,T-Mobile Park,Seattle Mariners,Los Angeles Angels,3 - 2
2179,25,13/09/2023 17:35,PNC Park,Pittsburgh Pirates,Washington Nationals,7 - 6
2180,25,13/09/2023 17:35,Oriole Park at Camden Yards,Baltimore Orioles,St. Louis Cardinals,0 - 1
2181,25,13/09/2023 17:40,Comerica Park,Detroit Tigers,Cincinnati Reds,3 - 4
2182,25,13/09/2023 17:40,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,1 - 4
2183,25,13/09/2023 18:07,Rogers Centre,Toronto Blue Jays,Texas Rangers,0 - 10
2184,25,13/09/2023 18:10,Citi Field,New York Mets,Arizona Diamondbacks,7 - 1
2185,25,13/09/2023 18:10,Minute Maid Park,Houston Astros,Oakland Athletics,6 - 2
2187,25,13/09/2023 18:40,Guaranteed Rate Field,Chicago White Sox,Kansas City Royals,1 - 7
2188,25,13/09/2023 18:40,American Family Field,Milwaukee Brewers,Miami Marlins,0 - 2
2190,25,13/09/2023 21:10,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,1 - 6
2191,25,14/09/2023 11:35,PNC Park,Pittsburgh Pirates,Washington Nationals,2 - 0
2192,25,14/09/2023 12:10,Comerica Park,Detroit Tigers,Cincinnati Reds,8 - 2
2186,25,14/09/2023 12:35,Fenway Park,Boston Red Sox,New York Yankees,5 - 0
2193,25,14/09/2023 13:10,American Family Field,Milwaukee Brewers,Miami Marlins,4 - 2
2195,25,14/09/2023 15:10,Citi Field,New York Mets,Arizona Diamondbacks,11 - 1
2197,25,14/09/2023 18:07,Rogers Centre,Toronto Blue Jays,Texas Rangers,2 - 9
2196,25,14/09/2023 18:15,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,3 - 4
2199,25,14/09/2023 18:15,Fenway Park,Boston Red Sox,New York Yankees,5 - 8
2198,25,14/09/2023 18:40,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,2 - 10
2201,25,15/09/2023 17:35,PNC Park,Pittsburgh Pirates,New York Yankees,5 - 7
2202,25,15/09/2023 17:40,loanDepot park,Miami Marlins,Atlanta Braves,9 - 6
2203,25,15/09/2023 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,1 - 7
2204,25,15/09/2023 18:07,Rogers Centre,Toronto Blue Jays,Boston Red Sox,3 - 0
2205,25,15/09/2023 18:10,Citi Field,New York Mets,Cincinnati Reds,3 - 5
2206,25,15/09/2023 18:10,Progressive Field,Cleveland Guardians,Texas Rangers,12 - 3
2207,25,15/09/2023 18:40,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,2 - 10
2208,25,15/09/2023 19:10,Kauffman Stadium,Kansas City Royals,Houston Astros,4 - 2
2209,25,15/09/2023 19:10,American Family Field,Milwaukee Brewers,Washington Nationals,5 - 3
2210,25,15/09/2023 19:15,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,4 - 5
2211,25,15/09/2023 19:40,Coors Field,Colorado Rockies,San Francisco Giants,3 - 2
2212,25,15/09/2023 20:38,Angel Stadium,Los Angeles Angels,Detroit Tigers,2 - 11
2213,25,15/09/2023 20:40,Chase Field,Arizona Diamondbacks,Chicago Cubs,6 - 4
2214,25,15/09/2023 20:40,Oakland Coliseum,Oakland Athletics,San Diego Padres,3 - 8
2215,25,15/09/2023 21:10,T-Mobile Park,Seattle Mariners,Los Angeles Dodgers,3 - 6
2200,25,16/09/2023 13:10,Coors Field,Colorado Rockies,San Francisco Giants,3 - 2
2216,25,16/09/2023 14:07,Rogers Centre,Toronto Blue Jays,Boston Red Sox,4 - 3
2217,25,16/09/2023 15:07,Oakland Coliseum,Oakland Athletics,San Diego Padres,2 - 5
2218,25,16/09/2023 15:10,loanDepot park,Miami Marlins,Atlanta Braves,11 - 5
2219,25,16/09/2023 17:10,Progressive Field,Cleveland Guardians,Texas Rangers,2 - 1
2220,25,16/09/2023 17:35,PNC Park,Pittsburgh Pirates,New York Yankees,3 - 6
2221,25,16/09/2023 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,8 - 0
2222,25,16/09/2023 18:10,Kauffman Stadium,Kansas City Royals,Houston Astros,10 - 8
2223,25,16/09/2023 18:10,Citi Field,New York Mets,Cincinnati Reds,2 - 3
2224,25,16/09/2023 18:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,7 - 6
2225,25,16/09/2023 18:10,American Family Field,Milwaukee Brewers,Washington Nationals,9 - 5
2226,25,16/09/2023 18:15,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,1 - 6
2227,25,16/09/2023 19:10,Chase Field,Arizona Diamondbacks,Chicago Cubs,7 - 6
2228,25,16/09/2023 19:10,Coors Field,Colorado Rockies,San Francisco Giants,5 - 2
2229,25,16/09/2023 20:07,Angel Stadium,Los Angeles Angels,Detroit Tigers,4 - 5
2230,25,16/09/2023 20:40,T-Mobile Park,Seattle Mariners,Los Angeles Dodgers,2 - 6
2231,25,17/09/2023 12:35,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,5 - 4
2232,25,17/09/2023 12:35,PNC Park,Pittsburgh Pirates,New York Yankees,3 - 2
2233,25,17/09/2023 12:37,Rogers Centre,Toronto Blue Jays,Boston Red Sox,3 - 2
2234,25,17/09/2023 12:40,Citi Field,New York Mets,Cincinnati Reds,8 - 4
2235,25,17/09/2023 12:40,Progressive Field,Cleveland Guardians,Texas Rangers,9 - 2
2236,25,17/09/2023 12:40,loanDepot park,Miami Marlins,Atlanta Braves,16 - 2
2237,25,17/09/2023 13:10,Kauffman Stadium,Kansas City Royals,Houston Astros,1 - 7
2238,25,17/09/2023 13:10,Guaranteed Rate Field,Chicago White Sox,Minnesota Twins,0 - 4
2239,25,17/09/2023 13:10,American Family Field,Milwaukee Brewers,Washington Nationals,1 - 2
2240,25,17/09/2023 13:15,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,6 - 5
2241,25,17/09/2023 14:10,Coors Field,Colorado Rockies,San Francisco Giants,10 - 11
2242,25,17/09/2023 15:07,Angel Stadium,Los Angeles Angels,Detroit Tigers,3 - 5
2243,25,17/09/2023 15:07,Oakland Coliseum,Oakland Athletics,San Diego Padres,1 - 10
2245,25,17/09/2023 15:10,T-Mobile Park,Seattle Mariners,Los Angeles Dodgers,1 - 6
2244,25,17/09/2023 18:10,Chase Field,Arizona Diamondbacks,Chicago Cubs,6 - 2
2246,25,18/09/2023 13:10,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,6 - 4
2247,25,18/09/2023 17:40,Great American Ball Park,Cincinnati Reds,Minnesota Twins,7 - 3
2248,25,18/09/2023 17:40,loanDepot park,Miami Marlins,New York Mets,1 - 2
2249,25,18/09/2023 18:05,Nationals Park,Washington Nationals,Chicago White Sox,1 - 6
2250,25,18/09/2023 18:20,Truist Park,Atlanta Braves,Philadelphia Phillies,1 - 7
2251,25,18/09/2023 18:45,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,1 - 0
2252,25,18/09/2023 19:05,Globe Life Field,Texas Rangers,Boston Red Sox,2 - 4
2253,25,18/09/2023 19:10,Minute Maid Park,Houston Astros,Baltimore Orioles,7 - 8
2254,25,18/09/2023 20:40,Petco Park,San Diego Padres,Colorado Rockies,11 - 9
2255,25,18/09/2023 20:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,0 - 5
2256,25,18/09/2023 21:10,Dodger Stadium,Los Angeles Dodgers,Detroit Tigers,8 - 3
2257,25,19/09/2023 17:40,Tropicana Field,Tampa Bay Rays,Los Angeles Angels,6 - 2
2258,25,19/09/2023 17:40,Great American Ball Park,Cincinnati Reds,Minnesota Twins,0 - 7
2259,25,19/09/2023 17:40,loanDepot park,Miami Marlins,New York Mets,4 - 3
2260,25,19/09/2023 18:05,Nationals Park,Washington Nationals,Chicago White Sox,4 - 3
2261,25,19/09/2023 18:05,Yankee Stadium,New York Yankees,Toronto Blue Jays,1 - 7
2262,25,19/09/2023 18:20,Truist Park,Atlanta Braves,Philadelphia Phillies,9 - 3
2263,25,19/09/2023 18:40,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,7 - 6
2264,25,19/09/2023 18:40,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,14 - 1
2265,25,19/09/2023 18:45,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,3 - 7
2266,25,19/09/2023 19:05,Globe Life Field,Texas Rangers,Boston Red Sox,6 - 4
2267,25,19/09/2023 19:10,Minute Maid Park,Houston Astros,Baltimore Orioles,5 - 9
2268,25,19/09/2023 20:40,Petco Park,San Diego Padres,Colorado Rockies,2 - 0
2269,25,19/09/2023 20:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,2 - 7
2270,25,19/09/2023 20:40,Chase Field,Arizona Diamondbacks,San Francisco Giants,8 - 4
2271,25,19/09/2023 21:10,Dodger Stadium,Los Angeles Dodgers,Detroit Tigers,3 - 2
2272,26,20/09/2023 11:20,Truist Park,Atlanta Braves,Philadelphia Phillies,5 - 6
2273,26,20/09/2023 11:35,Great American Ball Park,Cincinnati Reds,Minnesota Twins,3 - 5
2274,26,20/09/2023 12:05,Nationals Park,Washington Nationals,Chicago White Sox,13 - 3
2275,26,20/09/2023 13:05,Globe Life Field,Texas Rangers,Boston Red Sox,15 - 5
2276,26,20/09/2023 13:10,Minute Maid Park,Houston Astros,Baltimore Orioles,2 - 1
2277,26,20/09/2023 13:10,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,6 - 2
2278,26,20/09/2023 14:37,Oakland Coliseum,Oakland Athletics,Seattle Mariners,3 - 6
2279,26,20/09/2023 14:40,Chase Field,Arizona Diamondbacks,San Francisco Giants,7 - 1
2280,26,20/09/2023 15:10,Petco Park,San Diego Padres,Colorado Rockies,3 - 2
2281,26,20/09/2023 17:40,Tropicana Field,Tampa Bay Rays,Los Angeles Angels,3 - 8
2282,26,20/09/2023 17:40,loanDepot park,Miami Marlins,New York Mets,3 - 8
2283,26,20/09/2023 18:05,Yankee Stadium,New York Yankees,Toronto Blue Jays,1 - 6
2284,26,20/09/2023 18:40,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,7 - 13
2285,26,20/09/2023 18:45,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,2 - 8
2286,26,20/09/2023 21:10,Dodger Stadium,Los Angeles Dodgers,Detroit Tigers,2 - 4
2287,26,21/09/2023 12:10,Tropicana Field,Tampa Bay Rays,Los Angeles Angels,5 - 4
2288,26,21/09/2023 12:15,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,0 - 6
2290,26,21/09/2023 18:05,Nationals Park,Washington Nationals,Atlanta Braves,3 - 10
2291,26,21/09/2023 18:05,Yankee Stadium,New York Yankees,Toronto Blue Jays,5 - 3
2289,26,21/09/2023 18:15,Citizens Bank Park,Philadelphia Phillies,New York Mets,5 - 4
2292,26,21/09/2023 18:15,Progressive Field,Cleveland Guardians,Baltimore Orioles,5 - 2
2293,26,21/09/2023 18:40,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,6 - 8
2294,26,21/09/2023 20:40,Oakland Coliseum,Oakland Athletics,Detroit Tigers,3 - 7
2295,26,21/09/2023 21:10,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,7 - 2
2296,26,22/09/2023 13:20,Wrigley Field,Chicago Cubs,Colorado Rockies,6 - 0
2297,26,22/09/2023 17:40,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,5 - 7
2298,26,22/09/2023 17:40,Tropicana Field,Tampa Bay Rays,Toronto Blue Jays,2 - 6
2299,26,22/09/2023 17:40,loanDepot park,Miami Marlins,Milwaukee Brewers,1 - 16
2300,26,22/09/2023 18:05,Citizens Bank Park,Philadelphia Phillies,New York Mets,5 - 4
2301,26,22/09/2023 18:05,Nationals Park,Washington Nationals,Atlanta Braves,6 - 9
2302,26,22/09/2023 18:05,Yankee Stadium,New York Yankees,Arizona Diamondbacks,7 - 1
2303,26,22/09/2023 18:10,Progressive Field,Cleveland Guardians,Baltimore Orioles,9 - 8
2304,26,22/09/2023 18:10,Fenway Park,Boston Red Sox,Chicago White Sox,3 - 2
2305,26,22/09/2023 19:05,Globe Life Field,Texas Rangers,Seattle Mariners,8 - 5
2306,26,22/09/2023 19:10,Minute Maid Park,Houston Astros,Kansas City Royals,5 - 7
2307,26,22/09/2023 19:10,Target Field,Minnesota Twins,Los Angeles Angels,8 - 6
2308,26,22/09/2023 20:40,Oakland Coliseum,Oakland Athletics,Detroit Tigers,8 - 2
2309,26,22/09/2023 20:40,Petco Park,San Diego Padres,St. Louis Cardinals,4 - 2
2310,26,22/09/2023 21:10,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,1 - 5
2313,26,23/09/2023 13:10,Target Field,Minnesota Twins,Los Angeles Angels,0 - 1
2314,26,23/09/2023 13:20,Wrigley Field,Chicago Cubs,Colorado Rockies,6 - 3
2315,26,23/09/2023 15:05,Citizens Bank Park,Philadelphia Phillies,New York Mets,7 - 5
2316,26,23/09/2023 15:07,Oakland Coliseum,Oakland Athletics,Detroit Tigers,4 - 1
2317,26,23/09/2023 15:10,Tropicana Field,Tampa Bay Rays,Toronto Blue Jays,7 - 6
2318,26,23/09/2023 15:10,Fenway Park,Boston Red Sox,Chicago White Sox,0 - 1
2319,26,23/09/2023 15:10,loanDepot park,Miami Marlins,Milwaukee Brewers,5 - 4
2320,26,23/09/2023 17:10,Progressive Field,Cleveland Guardians,Baltimore Orioles,1 - 2
2321,26,23/09/2023 17:40,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,12 - 13
2322,26,23/09/2023 18:05,Globe Life Field,Texas Rangers,Seattle Mariners,2 - 0
2323,26,23/09/2023 18:10,Minute Maid Park,Houston Astros,Kansas City Royals,2 - 3
2324,26,23/09/2023 19:40,Petco Park,San Diego Padres,St. Louis Cardinals,2 - 5
2325,26,23/09/2023 20:10,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,7 - 0
2327,26,24/09/2023 12:10,Tropicana Field,Tampa Bay Rays,Toronto Blue Jays,5 - 9
2328,26,24/09/2023 12:35,Nationals Park,Washington Nationals,Atlanta Braves,3 - 2
2329,26,24/09/2023 12:35,Fenway Park,Boston Red Sox,Chicago White Sox,2 - 3
2330,26,24/09/2023 12:35,Yankee Stadium,New York Yankees,Arizona Diamondbacks,1 - 7
2331,26,24/09/2023 12:40,Progressive Field,Cleveland Guardians,Baltimore Orioles,1 - 5
2332,26,24/09/2023 12:40,Great American Ball Park,Cincinnati Reds,Pittsburgh Pirates,4 - 2
2333,26,24/09/2023 12:40,loanDepot park,Miami Marlins,Milwaukee Brewers,6 - 1
2334,26,24/09/2023 13:10,Minute Maid Park,Houston Astros,Kansas City Royals,5 - 6
2335,26,24/09/2023 13:10,Target Field,Minnesota Twins,Los Angeles Angels,9 - 3
2336,26,24/09/2023 13:20,Wrigley Field,Chicago Cubs,Colorado Rockies,4 - 3
2337,26,24/09/2023 13:35,Globe Life Field,Texas Rangers,Seattle Mariners,9 - 8
2338,26,24/09/2023 15:07,Oakland Coliseum,Oakland Athletics,Detroit Tigers,0 - 2
2340,26,24/09/2023 15:10,Petco Park,San Diego Padres,St. Louis Cardinals,12 - 2
2326,26,24/09/2023 17:05,Citizens Bank Park,Philadelphia Phillies,New York Mets,5 - 2
2311,26,24/09/2023 17:35,Nationals Park,Washington Nationals,Atlanta Braves,5 - 8
2339,26,24/09/2023 18:10,Dodger Stadium,Los Angeles Dodgers,San Francisco Giants,3 - 2
2312,26,25/09/2023 12:05,Yankee Stadium,New York Yankees,Arizona Diamondbacks,6 - 4
2342,26,25/09/2023 20:38,Angel Stadium,Los Angeles Angels,Texas Rangers,1 - 5
2343,26,25/09/2023 20:40,T-Mobile Park,Seattle Mariners,Houston Astros,1 - 5
2344,26,25/09/2023 20:45,Oracle Park,San Francisco Giants,San Diego Padres,2 - 1
2345,26,26/09/2023 14:10,Coors Field,Colorado Rockies,Los Angeles Dodgers,4 - 1
2347,26,26/09/2023 17:10,Progressive Field,Cleveland Guardians,Cincinnati Reds,7 - 11
2348,26,26/09/2023 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Washington Nationals,1 - 0
2349,26,26/09/2023 17:40,Comerica Park,Detroit Tigers,Kansas City Royals,6 - 3
2350,26,26/09/2023 17:40,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,3 - 2
2351,26,26/09/2023 18:07,Rogers Centre,Toronto Blue Jays,New York Yankees,0 - 2
2352,26,26/09/2023 18:10,Fenway Park,Boston Red Sox,Tampa Bay Rays,7 - 9
2354,26,26/09/2023 18:20,Truist Park,Atlanta Braves,Chicago Cubs,7 - 6
2355,26,26/09/2023 18:40,Target Field,Minnesota Twins,Oakland Athletics,11 - 3
2356,26,26/09/2023 18:40,Guaranteed Rate Field,Chicago White Sox,Arizona Diamondbacks,4 - 15
2357,26,26/09/2023 18:40,American Family Field,Milwaukee Brewers,St. Louis Cardinals,1 - 4
2346,26,26/09/2023 19:40,Coors Field,Colorado Rockies,Los Angeles Dodgers,2 - 11
2358,26,26/09/2023 20:38,Angel Stadium,Los Angeles Angels,Texas Rangers,9 - 3
2360,26,26/09/2023 20:45,Oracle Park,San Francisco Giants,San Diego Padres,0 - 4
2359,26,26/09/2023 21:05,T-Mobile Park,Seattle Mariners,Houston Astros,6 - 2
2361,27,27/09/2023 13:10,Guaranteed Rate Field,Chicago White Sox,Arizona Diamondbacks,0 - 3
2353,27,27/09/2023 15:10,Citi Field,New York Mets,Miami Marlins,11 - 2
2368,27,27/09/2023 15:15,Citi Field,New York Mets,Miami Marlins,2 - 4
2362,27,27/09/2023 17:10,Progressive Field,Cleveland Guardians,Cincinnati Reds,4 - 3
2363,27,27/09/2023 17:10,Fenway Park,Boston Red Sox,Tampa Bay Rays,0 - 5
2364,27,27/09/2023 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Washington Nationals,5 - 1
2365,27,27/09/2023 17:40,Comerica Park,Detroit Tigers,Kansas City Royals,8 - 0
2366,27,27/09/2023 17:40,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,7 - 6
2367,27,27/09/2023 18:07,Rogers Centre,Toronto Blue Jays,New York Yankees,0 - 6
2369,27,27/09/2023 18:20,Truist Park,Atlanta Braves,Chicago Cubs,6 - 5
2370,27,27/09/2023 18:40,Target Field,Minnesota Twins,Oakland Athletics,6 - 4
2371,27,27/09/2023 18:40,American Family Field,Milwaukee Brewers,St. Louis Cardinals,3 - 2
2372,27,27/09/2023 19:40,Coors Field,Colorado Rockies,Los Angeles Dodgers,2 - 8
2373,27,27/09/2023 20:38,Angel Stadium,Los Angeles Angels,Texas Rangers,0 - 5
2374,27,27/09/2023 20:40,T-Mobile Park,Seattle Mariners,Houston Astros,3 - 8
2375,27,27/09/2023 20:45,Oracle Park,San Francisco Giants,San Diego Padres,2 - 5
2377,27,28/09/2023 12:10,Target Field,Minnesota Twins,Oakland Athletics,1 - 2
2341,27,28/09/2023 13:10,Guaranteed Rate Field,Chicago White Sox,Arizona Diamondbacks,3 - 1
2376,27,28/09/2023 14:10,Comerica Park,Detroit Tigers,Kansas City Royals,7 - 3
2383,27,28/09/2023 15:10,American Family Field,Milwaukee Brewers,St. Louis Cardinals,3 - 0
2378,27,28/09/2023 17:05,Citizens Bank Park,Philadelphia Phillies,Pittsburgh Pirates,2 - 3
2379,27,28/09/2023 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,2 - 0
2380,27,28/09/2023 18:07,Rogers Centre,Toronto Blue Jays,New York Yankees,6 - 0
2382,27,28/09/2023 18:20,Truist Park,Atlanta Braves,Chicago Cubs,5 - 3
2384,27,28/09/2023 19:40,Coors Field,Colorado Rockies,Los Angeles Dodgers,14 - 5
2385,27,28/09/2023 20:40,T-Mobile Park,Seattle Mariners,Texas Rangers,3 - 2
2386,27,29/09/2023 17:35,PNC Park,Pittsburgh Pirates,Miami Marlins,3 - 4
2387,27,29/09/2023 17:40,Comerica Park,Detroit Tigers,Cleveland Guardians,5 - 7
2388,27,29/09/2023 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,0 - 3
2389,27,29/09/2023 18:07,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,11 - 4
2391,27,29/09/2023 18:20,Truist Park,Atlanta Braves,Washington Nationals,6 - 10
2392,27,29/09/2023 18:40,Guaranteed Rate Field,Chicago White Sox,San Diego Padres,2 - 3
2393,27,29/09/2023 19:10,Coors Field,Colorado Rockies,Minnesota Twins,6 - 7
2394,27,29/09/2023 19:10,Kauffman Stadium,Kansas City Royals,New York Yankees,12 - 5
2395,27,29/09/2023 19:10,American Family Field,Milwaukee Brewers,Chicago Cubs,4 - 3
2396,27,29/09/2023 19:15,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,2 - 19
2397,27,29/09/2023 20:38,Angel Stadium,Los Angeles Angels,Oakland Athletics,5 - 1
2398,27,29/09/2023 20:40,Chase Field,Arizona Diamondbacks,Houston Astros,1 - 2
2399,27,29/09/2023 21:10,T-Mobile Park,Seattle Mariners,Texas Rangers,8 - 0
2400,27,29/09/2023 21:15,Oracle Park,San Francisco Giants,Los Angeles Dodgers,2 - 6
2401,27,30/09/2023 12:10,Comerica Park,Detroit Tigers,Cleveland Guardians,8 - 0
2402,27,30/09/2023 14:07,Rogers Centre,Toronto Blue Jays,Tampa Bay Rays,5 - 7
2390,27,30/09/2023 15:10,Citi Field,New York Mets,Philadelphia Phillies,4 - 3
2405,27,30/09/2023 15:15,Citi Field,New York Mets,Philadelphia Phillies,11 - 4
2403,27,30/09/2023 17:35,PNC Park,Pittsburgh Pirates,Miami Marlins,3 - 7
2406,27,30/09/2023 18:10,Guaranteed Rate Field,Chicago White Sox,San Diego Padres,1 - 6
2407,27,30/09/2023 18:10,Kauffman Stadium,Kansas City Royals,New York Yankees,2 - 5
2408,27,30/09/2023 18:10,American Family Field,Milwaukee Brewers,Chicago Cubs,6 - 10
2404,27,30/09/2023 18:15,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,5 - 2
2409,27,30/09/2023 18:15,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,15 - 6
2415,27,30/09/2023 18:15,T-Mobile Park,Seattle Mariners,Texas Rangers,1 - 6
2410,27,30/09/2023 18:20,Truist Park,Atlanta Braves,Washington Nationals,5 - 3
2411,27,30/09/2023 19:10,Chase Field,Arizona Diamondbacks,Houston Astros,0 - 1
2412,27,30/09/2023 19:10,Coors Field,Colorado Rockies,Minnesota Twins,6 - 14
2413,27,30/09/2023 20:05,Oracle Park,San Francisco Giants,Los Angeles Dodgers,2 - 1
2414,27,30/09/2023 20:07,Angel Stadium,Los Angeles Angels,Oakland Athletics,3 - 7
2417,27,01/10/2023 14:05,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,1 - 6
2418,27,01/10/2023 14:05,Oracle Park,San Francisco Giants,Los Angeles Dodgers,2 - 5
2419,27,01/10/2023 14:05,PNC Park,Pittsburgh Pirates,Miami Marlins,3 - 0
